loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_util,loan_status,grade,term,home_ownership
23190,21.32,67096,7.61,1,98.12,Charged Off,G, 60 months,OWN
7142,24.68,39544,36.62,2,63.6,Fully Paid,B, 60 months,OWN
29398,23.19,75728,30.17,4,75.22,Charged Off,D, 36 months,MORTGAGE
34132,22.04,49381,37.37,0,50.08,Fully Paid,G, 36 months,OWN
20503,6.05,147769,13.02,2,15.43,Fully Paid,A, 60 months,OWN
17499,7.09,45287,37.6,4,81.78,Fully Paid,D, 60 months,OWN
9016,16.38,84610,15.06,2,13.15,Fully Paid,D, 60 months,OWN
3384,15.63,88122,2.63,4,73.06,Fully Paid,B, 36 months,OWN
16072,14.16,88184,30.64,1,12.06,Charged Off,B, 36 months,RENT
15482,12.94,60081,28.29,4,87.61,Fully Paid,E, 60 months,OWN
22826,13.62,103637,24.12,3,24.19,Fully Paid,G, 36 months,MORTGAGE
3490,16.39,65312,19.85,0,56.28,Charged Off,G, 36 months,MORTGAGE
26518,5.04,107228,1.77,4,63.74,Fully Paid,D, 36 months,OWN
25045,10.21,92943,25.17,2,51.18,Fully Paid,D, 36 months,OWN
27910,15.37,102790,16.96,2,40.67,Fully Paid,C, 60 months,OWN
25566,19.44,100770,22.63,4,52.1,Fully Paid,C, 36 months,RENT
34905,8.48,72726,17.46,3,38.03,Fully Paid,G, 60 months,MORTGAGE
28103,15.94,42211,38.66,4,49.43,Fully Paid,F, 60 months,RENT
6845,19.29,49480,24.36,1,42.3,Fully Paid,F, 36 months,RENT
22162,13.89,67780,30.09,3,60.96,Fully Paid,A, 60 months,OWN
20337,5.54,77138,37.49,4,31.41,Fully Paid,G, 60 months,OWN
23313,13.99,110382,23.87,0,98.98,Fully Paid,G, 60 months,MORTGAGE
27943,10.93,62503,0.98,3,55.08,Fully Paid,G, 36 months,OWN
13413,23.59,77893,1.85,4,27.47,Charged Off,A, 60 months,MORTGAGE
1276,7.49,66193,28.24,0,52.94,Fully Paid,C, 36 months,RENT
18611,18.05,134002,11.52,4,87.98,Fully Paid,F, 60 months,MORTGAGE
12944,6.05,147543,23.39,1,11.96,Fully Paid,G, 60 months,MORTGAGE
16906,13.92,81358,8.49,2,71.16,Fully Paid,A, 60 months,MORTGAGE
21536,16.08,100857,11.17,4,59.32,Fully Paid,D, 60 months,RENT
28810,10.96,98182,20.43,3,25.26,Fully Paid,F, 36 months,RENT
13306,14.1,140457,39.03,4,83.57,Charged Off,B, 60 months,OWN
11503,8.27,42117,24.84,4,43.2,Fully Paid,F, 60 months,OWN
20225,11.08,148333,37.48,4,36.44,Fully Paid,D, 60 months,MORTGAGE
12590,17.42,79056,38.4,4,84.53,Fully Paid,C, 36 months,MORTGAGE
11886,11.04,137928,8.72,3,67.47,Charged Off,E, 36 months,RENT
13866,22.99,78706,12.79,3,90.84,Fully Paid,E, 60 months,RENT
2088,17.57,90429,30.91,4,66.69,Fully Paid,C, 60 months,RENT
4363,13.77,29476,34.74,2,76.67,Fully Paid,D, 60 months,MORTGAGE
33792,5.78,102806,21.01,4,85.28,Fully Paid,A, 60 months,MORTGAGE
10764,14.99,75006,39.73,3,14.93,Fully Paid,F, 36 months,RENT
21620,20.3,107238,0.96,1,79.84,Charged Off,F, 36 months,MORTGAGE
13935,10.31,136946,12.33,4,65.23,Fully Paid,A, 36 months,RENT
9068,21.14,89918,25.11,4,16.26,Fully Paid,E, 60 months,OWN
8295,10.04,83155,19.04,4,55.77,Charged Off,G, 60 months,RENT
12390,21.47,87321,5.11,4,17.42,Fully Paid,G, 60 months,MORTGAGE
21131,6.71,65798,15.03,0,76.24,Fully Paid,C, 60 months,MORTGAGE
30218,22.32,97271,1.51,4,59.19,Fully Paid,G, 36 months,MORTGAGE
11433,14.98,50177,25.89,3,95.82,Fully Paid,C, 36 months,MORTGAGE
16038,10.93,116248,35.76,3,26.48,Fully Paid,G, 36 months,RENT
29182,10.3,148022,35.45,0,64.54,Fully Paid,B, 60 months,RENT
12528,13.64,142415,28.13,4,29.04,Charged Off,E, 60 months,OWN
22281,24.98,102215,18.9,2,65.27,Charged Off,C, 60 months,RENT
9605,9.41,63013,20.73,4,75.04,Fully Paid,B, 60 months,OWN
2381,7.06,120901,5.91,3,75.01,Fully Paid,A, 60 months,RENT
2098,16.7,102600,13.97,1,83.36,Fully Paid,E, 36 months,RENT
20810,14.77,116099,7.92,1,86.82,Fully Paid,E, 60 months,MORTGAGE
25322,15.48,139578,32.94,2,16.95,Fully Paid,C, 60 months,OWN
33955,18.34,73450,36.63,4,40.89,Charged Off,C, 36 months,MORTGAGE
11207,10.34,118628,21.71,0,71.84,Fully Paid,D, 36 months,MORTGAGE
22793,23.21,67928,29.25,4,54.87,Charged Off,G, 60 months,RENT
3092,13.71,142640,5.3,2,27.16,Fully Paid,A, 36 months,RENT
29220,7.58,112403,24.54,2,59.74,Fully Paid,A, 60 months,OWN
19514,19.85,65382,28.26,2,46.67,Fully Paid,F, 60 months,OWN
9549,17.86,119290,18.38,1,45.1,Fully Paid,B, 36 months,RENT
23031,11.31,105038,10.11,4,82.88,Charged Off,B, 60 months,OWN
6185,17.43,20760,35.16,4,46.68,Charged Off,D, 60 months,RENT
16271,9.4,44142,29.84,0,12.38,Fully Paid,F, 60 months,RENT
6776,13.9,130189,36.04,2,15.23,Fully Paid,A, 36 months,RENT
13449,22.99,127532,32.83,2,87.06,Fully Paid,G, 36 months,OWN
25297,7.67,37290,39.62,3,96.45,Fully Paid,G, 36 months,MORTGAGE
16717,12.73,91035,8.09,3,71.96,Fully Paid,G, 36 months,OWN
11350,21.42,20364,3.93,1,42.79,Fully Paid,G, 60 months,MORTGAGE
31622,24.39,76921,13.81,4,94.47,Fully Paid,B, 36 months,OWN
3951,14.08,39797,5.6,0,69.65,Fully Paid,A, 60 months,MORTGAGE
18622,15.14,126331,21.16,0,85.99,Charged Off,G, 36 months,MORTGAGE
5727,16.44,52535,25.5,2,78.93,Fully Paid,A, 36 months,OWN
24782,23.65,66300,23.34,0,44.12,Fully Paid,F, 60 months,OWN
29454,22.16,67176,10.74,2,53.08,Fully Paid,B, 36 months,MORTGAGE
3368,8.41,36105,36.4,4,26.75,Fully Paid,C, 36 months,RENT
16592,13.74,27939,1.34,0,36.28,Fully Paid,C, 60 months,MORTGAGE
23173,14.28,99472,14.25,2,80.03,Fully Paid,F, 36 months,MORTGAGE
34204,20.78,62029,28.9,4,90.46,Charged Off,B, 60 months,RENT
24864,17.06,35863,30.79,4,75.2,Charged Off,D, 36 months,MORTGAGE
31750,18.08,98097,16.94,2,51.87,Charged Off,E, 60 months,RENT
11576,24.96,30447,1.17,2,17.79,Fully Paid,F, 36 months,RENT
17566,6.5,116160,24.91,1,15.13,Fully Paid,A, 60 months,OWN
8190,9.46,66940,2.99,4,43.69,Fully Paid,F, 36 months,MORTGAGE
24071,13.16,130182,4.76,2,51.74,Fully Paid,E, 60 months,MORTGAGE
16369,11.96,97947,26.18,4,64.82,Fully Paid,F, 36 months,RENT
25035,5.43,105001,12.84,0,10.58,Fully Paid,B, 36 months,MORTGAGE
2589,6.84,123752,14.25,3,99.08,Fully Paid,A, 36 months,RENT
26235,18.62,39642,19.73,3,42.75,Fully Paid,E, 60 months,MORTGAGE
1159,22.59,116798,39.15,2,86.33,Charged Off,G, 60 months,MORTGAGE
13145,15.28,115899,38.63,2,58.15,Fully Paid,C, 36 months,RENT
16373,15.78,87643,16.94,4,21.74,Charged Off,D, 36 months,RENT
32921,10.1,27928,10.99,2,81.78,Fully Paid,F, 36 months,MORTGAGE
17237,20.36,68002,12.45,4,73.88,Fully Paid,F, 36 months,MORTGAGE
9244,20.04,104853,11.12,2,57.47,Fully Paid,E, 36 months,RENT
15743,16.77,134614,21.52,4,56.31,Fully Paid,D, 36 months,OWN
32566,9.25,137517,24.47,2,17.87,Fully Paid,F, 36 months,OWN
19691,6.94,45017,19.81,1,69.03,Fully Paid,C, 36 months,MORTGAGE
34996,6.28,99064,16.62,4,92.01,Fully Paid,E, 36 months,MORTGAGE
6590,16.85,139694,8.85,1,18.39,Fully Paid,B, 36 months,MORTGAGE
6585,21.5,33313,19.56,1,33.72,Fully Paid,A, 60 months,RENT
10227,22.17,21559,13.97,1,91.21,Fully Paid,C, 60 months,MORTGAGE
29278,14.27,70893,21.89,1,35.59,Fully Paid,D, 36 months,MORTGAGE
13237,20.69,35167,27.17,0,68.85,Charged Off,D, 36 months,MORTGAGE
16649,23.94,100879,25.52,3,58.13,Fully Paid,C, 36 months,OWN
8927,10.5,58598,18.77,0,63.67,Fully Paid,G, 60 months,MORTGAGE
8016,12.96,27523,22.46,2,47.42,Charged Off,B, 60 months,MORTGAGE
15027,23.63,69777,11.75,2,37.0,Charged Off,F, 36 months,RENT
25142,11.76,48439,1.46,3,14.37,Fully Paid,B, 36 months,OWN
24545,23.28,136378,25.19,3,76.99,Fully Paid,F, 36 months,RENT
32897,24.62,101060,10.48,3,77.15,Fully Paid,F, 60 months,MORTGAGE
4167,18.24,33285,26.92,1,70.37,Fully Paid,D, 60 months,MORTGAGE
27917,21.34,30973,30.01,0,67.93,Fully Paid,F, 60 months,MORTGAGE
23736,19.99,142970,36.68,2,31.93,Fully Paid,C, 60 months,MORTGAGE
28990,18.99,42694,38.35,0,12.01,Charged Off,G, 36 months,MORTGAGE
15087,11.14,55774,0.92,0,82.78,Fully Paid,F, 36 months,RENT
23440,6.14,24302,39.62,0,54.2,Charged Off,C, 36 months,MORTGAGE
16275,11.86,135776,27.48,3,37.62,Charged Off,A, 36 months,MORTGAGE
6276,18.34,42391,25.92,3,19.17,Fully Paid,D, 36 months,OWN
20008,7.05,24611,1.1,2,15.64,Fully Paid,B, 60 months,OWN
6738,5.24,29372,34.52,2,41.4,Fully Paid,E, 36 months,MORTGAGE
33402,7.79,44312,6.25,2,82.43,Charged Off,B, 36 months,MORTGAGE
6793,19.31,34080,33.57,0,92.69,Fully Paid,B, 60 months,MORTGAGE
6571,24.46,100618,1.11,3,90.71,Fully Paid,G, 36 months,MORTGAGE
32331,24.66,132945,26.02,1,92.8,Fully Paid,E, 36 months,MORTGAGE
17209,14.88,128397,17.67,0,91.7,Charged Off,G, 36 months,MORTGAGE
26394,22.39,116213,8.43,4,57.45,Charged Off,D, 60 months,RENT
26682,19.74,40874,4.75,0,29.75,Fully Paid,F, 36 months,RENT
3224,15.02,82537,17.89,3,81.82,Fully Paid,A, 60 months,RENT
33441,16.46,93914,5.37,4,29.23,Fully Paid,B, 60 months,OWN
27586,7.74,21597,19.71,0,34.05,Fully Paid,G, 60 months,MORTGAGE
24478,23.75,31600,25.2,3,30.99,Charged Off,F, 60 months,OWN
7318,12.04,23747,33.18,3,56.35,Fully Paid,B, 36 months,OWN
29694,13.92,99415,27.31,1,38.96,Charged Off,D, 60 months,OWN
21180,18.43,137358,3.08,0,23.87,Fully Paid,D, 36 months,RENT
13180,11.68,98553,12.64,3,50.79,Fully Paid,C, 60 months,MORTGAGE
34002,10.09,44815,11.88,2,88.65,Fully Paid,D, 36 months,MORTGAGE
16372,17.62,104500,36.64,3,61.35,Fully Paid,D, 36 months,OWN
30796,5.5,114348,34.78,1,89.05,Fully Paid,B, 36 months,RENT
25427,19.41,125736,15.12,3,27.63,Fully Paid,A, 36 months,OWN
34290,15.28,44714,3.31,0,25.03,Fully Paid,G, 36 months,OWN
29099,17.12,38890,35.82,0,61.8,Fully Paid,B, 36 months,MORTGAGE
10821,17.64,81509,35.58,4,51.7,Fully Paid,G, 36 months,RENT
6832,15.54,81824,34.26,0,69.42,Fully Paid,F, 36 months,MORTGAGE
13820,16.65,24725,33.88,4,81.52,Fully Paid,G, 36 months,OWN
17211,18.68,63205,19.47,2,77.62,Fully Paid,D, 36 months,MORTGAGE
6842,20.06,40684,7.51,1,94.8,Fully Paid,C, 60 months,OWN
2316,19.55,111861,19.36,2,45.84,Fully Paid,A, 36 months,RENT
18508,22.39,77911,20.04,4,28.57,Fully Paid,C, 36 months,MORTGAGE
23005,8.79,118078,19.85,3,59.58,Charged Off,E, 36 months,MORTGAGE
16206,13.02,131573,21.78,3,19.97,Charged Off,C, 60 months,MORTGAGE
19971,23.96,33092,10.68,2,36.0,Fully Paid,C, 60 months,MORTGAGE
26599,12.93,115918,14.97,3,28.71,Fully Paid,F, 36 months,MORTGAGE
23056,7.5,59770,17.65,4,45.69,Fully Paid,D, 36 months,RENT
2378,15.51,45457,5.68,1,20.01,Fully Paid,F, 60 months,RENT
2519,7.19,91667,18.49,0,12.87,Fully Paid,D, 36 months,MORTGAGE
23161,9.06,131565,32.51,4,69.11,Fully Paid,F, 36 months,OWN
6355,24.97,110751,33.21,4,64.92,Fully Paid,D, 60 months,OWN
10083,15.83,82894,16.76,0,73.75,Fully Paid,G, 60 months,MORTGAGE
21456,10.68,81305,20.99,0,69.43,Charged Off,D, 36 months,MORTGAGE
14324,24.9,32612,1.83,1,20.29,Fully Paid,D, 36 months,RENT
3257,24.33,122841,27.14,1,36.2,Charged Off,C, 36 months,RENT
28364,13.81,98627,16.48,1,21.66,Fully Paid,E, 60 months,MORTGAGE
25972,10.21,120639,18.1,3,85.87,Fully Paid,D, 36 months,MORTGAGE
27654,21.77,57089,35.01,4,77.22,Fully Paid,E, 36 months,OWN
16233,19.31,115295,18.74,0,28.14,Fully Paid,E, 60 months,RENT
16887,18.74,131558,1.34,4,40.72,Fully Paid,B, 36 months,MORTGAGE
30320,22.86,72137,9.49,4,97.0,Fully Paid,B, 36 months,RENT
21808,18.79,20559,19.29,1,63.47,Fully Paid,A, 36 months,MORTGAGE
31154,10.68,86249,17.26,1,82.1,Fully Paid,G, 36 months,MORTGAGE
28747,18.88,57361,34.48,4,33.81,Fully Paid,F, 60 months,MORTGAGE
11860,11.12,100720,21.91,1,28.9,Fully Paid,B, 60 months,MORTGAGE
19156,20.18,35261,27.74,3,80.55,Charged Off,D, 60 months,OWN
21360,17.39,40372,19.04,0,71.73,Fully Paid,E, 36 months,MORTGAGE
19135,6.55,75355,17.87,4,71.29,Charged Off,F, 36 months,OWN
26351,15.26,117676,18.13,0,59.74,Fully Paid,A, 36 months,OWN
31499,11.87,118560,16.73,3,60.72,Charged Off,B, 36 months,MORTGAGE
24554,11.57,77920,21.77,1,76.21,Fully Paid,C, 60 months,RENT
20604,17.05,132878,10.39,2,34.3,Fully Paid,G, 36 months,RENT
17923,11.45,52544,35.7,3,41.75,Fully Paid,F, 36 months,MORTGAGE
9547,20.54,20037,13.66,2,88.45,Charged Off,A, 36 months,MORTGAGE
34002,6.42,63032,6.33,0,37.8,Fully Paid,D, 60 months,MORTGAGE
15562,18.21,98233,4.31,4,59.17,Fully Paid,F, 36 months,RENT
8480,21.18,61420,1.03,1,73.24,Charged Off,E, 36 months,RENT
27672,18.46,134234,17.2,3,99.99,Fully Paid,D, 36 months,MORTGAGE
5213,14.94,117243,7.91,1,49.18,Fully Paid,D, 36 months,RENT
11293,24.01,111552,1.36,2,48.53,Fully Paid,F, 36 months,OWN
3100,11.0,149380,21.04,2,85.83,Fully Paid,C, 60 months,RENT
29172,5.38,147358,27.36,4,82.5,Fully Paid,C, 36 months,RENT
21132,13.64,54600,3.89,2,75.8,Fully Paid,F, 36 months,MORTGAGE
19199,5.66,68285,18.71,4,51.69,Charged Off,F, 36 months,OWN
9016,24.08,82008,29.87,3,39.15,Fully Paid,F, 36 months,MORTGAGE
32881,9.2,109520,39.44,4,64.79,Fully Paid,G, 36 months,RENT
18058,20.78,25167,26.85,2,88.86,Fully Paid,G, 60 months,OWN
25472,20.49,146279,10.17,0,89.54,Charged Off,E, 36 months,MORTGAGE
25087,9.35,20432,28.8,4,19.76,Fully Paid,B, 60 months,RENT
13828,17.42,89687,24.12,1,48.55,Charged Off,D, 60 months,OWN
32128,5.96,133216,8.87,0,51.82,Fully Paid,F, 36 months,MORTGAGE
2401,14.67,91947,34.12,4,97.99,Fully Paid,G, 36 months,OWN
20643,5.29,116324,17.38,1,71.02,Fully Paid,B, 60 months,RENT
16193,23.42,70903,38.5,0,46.65,Fully Paid,E, 36 months,MORTGAGE
27853,24.52,112159,29.05,4,12.35,Fully Paid,D, 60 months,RENT
21307,9.45,74149,25.96,3,60.88,Fully Paid,B, 60 months,OWN
20611,9.16,107640,29.27,1,18.65,Fully Paid,D, 36 months,RENT
12950,20.07,76768,19.38,3,85.1,Charged Off,C, 36 months,OWN
11704,10.07,80184,20.46,2,77.73,Charged Off,F, 60 months,MORTGAGE
12867,22.9,85792,34.12,4,51.45,Charged Off,C, 36 months,RENT
3745,16.48,53439,27.4,4,48.63,Charged Off,A, 60 months,MORTGAGE
4866,12.02,53257,35.94,1,90.76,Fully Paid,E, 60 months,MORTGAGE
33245,21.65,125193,35.69,4,35.96,Fully Paid,F, 36 months,MORTGAGE
6818,14.87,64674,39.07,2,32.41,Charged Off,B, 60 months,MORTGAGE
31116,23.23,71248,28.16,4,94.53,Fully Paid,D, 60 months,RENT
16493,23.56,103602,20.34,0,82.83,Fully Paid,G, 60 months,RENT
29038,8.31,65371,7.07,3,83.86,Fully Paid,A, 60 months,MORTGAGE
21447,5.05,118282,28.36,2,27.57,Fully Paid,E, 60 months,MORTGAGE
31431,24.68,87996,12.02,2,22.9,Fully Paid,E, 60 months,OWN
18908,23.12,57297,11.68,3,12.34,Fully Paid,E, 36 months,MORTGAGE
30336,6.11,74273,9.91,3,31.33,Fully Paid,B, 60 months,OWN
5025,21.66,81256,35.07,2,79.68,Charged Off,F, 60 months,OWN
21093,14.16,54743,34.78,3,31.6,Charged Off,C, 36 months,MORTGAGE
7155,10.18,88752,25.42,1,75.62,Charged Off,A, 36 months,RENT
34487,22.57,99803,19.18,3,32.67,Fully Paid,B, 36 months,OWN
21963,8.93,95117,27.05,0,45.58,Charged Off,D, 60 months,RENT
21936,23.95,90051,24.49,0,98.48,Charged Off,B, 36 months,MORTGAGE
5426,9.11,42076,16.92,1,32.03,Fully Paid,D, 60 months,MORTGAGE
24303,17.27,130352,15.5,3,43.87,Charged Off,D, 60 months,MORTGAGE
28606,9.46,95312,15.62,0,37.1,Fully Paid,E, 60 months,MORTGAGE
29151,15.91,139627,23.77,4,19.87,Charged Off,B, 60 months,OWN
14767,18.68,107483,26.08,3,54.09,Fully Paid,C, 36 months,OWN
12308,8.8,22963,18.34,1,44.08,Fully Paid,D, 60 months,RENT
25770,15.42,139217,38.76,3,72.54,Fully Paid,G, 60 months,RENT
29572,14.38,92322,3.81,2,83.58,Fully Paid,E, 60 months,OWN
3204,6.42,33866,14.21,2,58.98,Fully Paid,C, 60 months,MORTGAGE
28233,21.37,124504,17.05,0,12.9,Charged Off,B, 60 months,RENT
22729,11.71,52305,1.17,2,65.7,Charged Off,C, 60 months,OWN
32131,16.49,82403,14.92,1,14.99,Charged Off,B, 36 months,RENT
34870,15.3,102896,11.31,0,65.47,Fully Paid,D, 36 months,OWN
22607,15.27,125649,20.49,1,71.65,Charged Off,A, 60 months,MORTGAGE
25968,7.14,146244,13.79,1,27.8,Fully Paid,A, 60 months,OWN
34398,13.47,52813,29.18,2,83.74,Charged Off,F, 60 months,RENT
12908,14.05,86729,20.64,2,92.0,Fully Paid,F, 60 months,OWN
27423,19.67,80686,5.63,1,83.18,Fully Paid,D, 60 months,RENT
10171,21.8,24512,30.13,2,37.46,Charged Off,C, 36 months,RENT
13721,15.9,139631,4.42,2,62.8,Charged Off,B, 60 months,RENT
17616,6.74,42666,33.64,2,92.33,Fully Paid,A, 36 months,MORTGAGE
8659,9.74,36630,37.29,3,38.86,Charged Off,B, 36 months,MORTGAGE
12704,8.3,137907,13.24,1,83.8,Fully Paid,D, 36 months,OWN
33793,7.49,147205,37.08,4,10.85,Fully Paid,C, 36 months,OWN
32226,12.32,94519,31.82,1,10.33,Fully Paid,G, 36 months,RENT
24852,9.59,20636,36.94,0,78.37,Fully Paid,B, 60 months,MORTGAGE
33082,9.37,23775,26.82,2,78.53,Fully Paid,C, 60 months,OWN
23794,6.09,87957,9.81,2,81.01,Fully Paid,G, 60 months,OWN
14379,5.35,84591,35.83,4,93.7,Fully Paid,A, 60 months,MORTGAGE
8006,7.06,98561,7.78,0,20.61,Fully Paid,B, 36 months,RENT
9682,8.44,94816,8.92,3,30.88,Fully Paid,E, 36 months,OWN
34840,13.62,122487,11.21,1,91.34,Fully Paid,A, 60 months,RENT
33430,15.21,31351,12.52,3,25.95,Fully Paid,C, 36 months,MORTGAGE
24091,7.81,135400,20.82,0,71.4,Fully Paid,D, 60 months,MORTGAGE
33983,13.5,140533,28.68,4,57.74,Fully Paid,E, 36 months,OWN
24989,11.83,123627,37.09,0,17.49,Fully Paid,F, 36 months,OWN
10915,8.67,75184,3.99,4,35.67,Fully Paid,B, 36 months,MORTGAGE
19990,5.14,148381,38.2,3,56.83,Fully Paid,F, 36 months,RENT
25734,14.34,131192,36.89,3,86.71,Charged Off,A, 60 months,RENT
15824,18.71,115707,2.63,0,73.68,Fully Paid,B, 36 months,MORTGAGE
12033,9.53,89180,14.73,0,65.97,Fully Paid,B, 60 months,OWN
17241,7.64,101678,32.62,2,54.64,Fully Paid,E, 60 months,MORTGAGE
6939,22.74,93309,24.66,4,36.88,Fully Paid,E, 36 months,OWN
12185,10.5,114002,31.27,2,20.73,Charged Off,E, 60 months,RENT
28045,9.47,30778,28.9,1,46.82,Fully Paid,E, 60 months,OWN
20167,22.14,32501,20.12,1,12.57,Fully Paid,D, 60 months,RENT
22625,21.34,132713,2.13,0,29.0,Fully Paid,C, 60 months,MORTGAGE
28076,13.97,22108,23.58,3,48.92,Fully Paid,E, 36 months,OWN
20029,14.78,114905,2.42,1,47.67,Fully Paid,A, 36 months,RENT
23973,9.35,56382,24.35,1,13.99,Charged Off,B, 36 months,OWN
32433,6.57,111354,32.12,2,63.02,Charged Off,F, 36 months,RENT
2932,16.47,95787,23.61,2,59.47,Fully Paid,E, 60 months,RENT
2757,6.97,43341,39.88,1,17.03,Charged Off,A, 60 months,MORTGAGE
31722,13.99,97214,18.51,0,94.88,Fully Paid,D, 36 months,MORTGAGE
2116,23.81,34367,30.08,2,18.94,Charged Off,A, 36 months,OWN
12691,24.06,139967,26.85,1,86.94,Charged Off,F, 60 months,RENT
1492,9.79,115208,39.66,3,10.03,Fully Paid,F, 36 months,MORTGAGE
28882,17.48,89868,28.67,2,89.41,Fully Paid,A, 60 months,OWN
9811,14.48,32002,6.98,1,11.77,Fully Paid,D, 36 months,MORTGAGE
28808,22.51,148180,38.24,4,78.2,Fully Paid,F, 60 months,OWN
25272,10.43,105820,26.88,2,42.55,Fully Paid,D, 60 months,MORTGAGE
29399,5.07,79949,2.84,4,76.44,Charged Off,B, 36 months,MORTGAGE
7474,8.25,35700,26.47,2,46.16,Charged Off,E, 36 months,RENT
27956,11.99,99305,35.38,2,16.38,Charged Off,F, 36 months,RENT
14979,11.31,82543,23.29,4,79.08,Charged Off,A, 60 months,MORTGAGE
29328,20.83,49318,14.48,0,16.41,Charged Off,C, 36 months,RENT
13867,18.61,109859,32.93,1,92.99,Fully Paid,C, 36 months,MORTGAGE
26851,10.99,47610,31.41,0,14.59,Fully Paid,G, 36 months,OWN
32279,14.15,92499,22.0,0,53.14,Fully Paid,B, 36 months,MORTGAGE
31527,6.91,139256,6.6,1,75.07,Fully Paid,C, 36 months,MORTGAGE
8866,22.96,93374,10.41,3,45.39,Fully Paid,B, 60 months,OWN
16449,23.71,85226,29.67,0,29.55,Fully Paid,E, 36 months,OWN
11685,24.6,65167,32.34,0,78.32,Charged Off,G, 36 months,RENT
24544,22.37,97779,11.53,0,80.59,Charged Off,B, 36 months,OWN
6451,8.48,47939,15.04,3,93.04,Fully Paid,D, 36 months,RENT
22642,5.92,81365,3.57,2,43.85,Charged Off,D, 60 months,MORTGAGE
32030,16.59,87381,28.68,4,55.56,Fully Paid,G, 60 months,OWN
31873,23.25,66710,0.64,4,42.68,Charged Off,D, 36 months,MORTGAGE
1619,8.55,36766,2.34,3,33.14,Fully Paid,F, 36 months,RENT
34650,5.14,122416,0.67,0,77.59,Fully Paid,D, 36 months,OWN
26372,21.11,32780,25.99,4,40.57,Charged Off,D, 60 months,RENT
4642,6.54,68458,16.99,3,48.53,Fully Paid,D, 60 months,RENT
29001,13.27,76221,12.25,1,46.33,Fully Paid,D, 36 months,OWN
30290,18.58,138498,36.55,4,74.14,Fully Paid,F, 60 months,OWN
15122,9.74,128392,8.12,1,92.6,Fully Paid,D, 60 months,RENT
25820,6.68,21509,15.88,0,70.01,Charged Off,D, 60 months,OWN
3895,20.4,109493,37.64,4,52.44,Fully Paid,E, 60 months,RENT
6366,17.6,130708,17.37,3,80.13,Charged Off,F, 60 months,MORTGAGE
9711,24.77,54346,22.41,2,67.69,Fully Paid,D, 60 months,MORTGAGE
20596,11.89,102799,3.67,4,15.45,Fully Paid,B, 36 months,OWN
19793,6.24,136850,31.71,4,18.61,Fully Paid,G, 60 months,OWN
9199,19.69,66874,17.2,4,13.41,Charged Off,E, 36 months,MORTGAGE
11717,15.43,46148,32.12,4,51.11,Fully Paid,F, 60 months,RENT
11211,9.26,51533,10.53,3,84.33,Fully Paid,C, 36 months,RENT
24360,20.63,128144,17.19,3,38.18,Fully Paid,A, 60 months,RENT
22542,9.08,142402,31.57,2,44.57,Fully Paid,F, 36 months,OWN
32312,10.21,98467,38.97,3,91.85,Charged Off,G, 36 months,RENT
29247,6.85,21359,2.86,3,85.32,Fully Paid,E, 60 months,OWN
23357,12.99,139119,32.59,0,69.85,Fully Paid,D, 36 months,OWN
28691,13.38,110068,12.38,0,34.01,Fully Paid,E, 36 months,OWN
13424,15.29,80313,22.25,1,20.53,Fully Paid,A, 60 months,MORTGAGE
19852,19.18,40344,11.96,2,11.45,Fully Paid,A, 36 months,RENT
23601,23.12,138499,24.73,0,19.63,Fully Paid,F, 60 months,OWN
19020,7.75,89778,14.48,2,36.33,Fully Paid,D, 36 months,RENT
9155,6.09,40601,13.68,2,59.66,Fully Paid,D, 36 months,MORTGAGE
4583,5.37,134768,2.0,4,15.76,Fully Paid,B, 60 months,RENT
16515,7.87,39116,6.3,2,22.26,Charged Off,A, 36 months,MORTGAGE
20710,18.16,76985,36.72,4,26.3,Charged Off,D, 36 months,OWN
25532,19.55,121013,39.93,1,66.88,Fully Paid,A, 60 months,OWN
19601,20.73,137110,31.33,1,65.42,Fully Paid,B, 60 months,MORTGAGE
5967,9.87,138329,11.83,1,59.57,Fully Paid,C, 60 months,OWN
19753,11.12,50782,16.4,4,32.55,Charged Off,A, 36 months,RENT
21022,14.66,131095,29.71,4,43.4,Fully Paid,B, 36 months,RENT
10135,6.26,69819,38.76,1,18.7,Charged Off,B, 60 months,MORTGAGE
6722,17.22,104416,18.49,4,30.38,Fully Paid,G, 36 months,RENT
28413,24.67,89035,33.27,3,90.79,Fully Paid,B, 36 months,OWN
28236,12.22,117123,39.02,3,98.17,Fully Paid,E, 36 months,OWN
16514,20.06,64458,35.0,4,68.29,Fully Paid,F, 36 months,OWN
21331,15.0,111556,9.47,4,92.51,Fully Paid,D, 36 months,RENT
19060,7.56,144225,0.82,0,67.85,Charged Off,A, 60 months,OWN
2196,16.64,28080,19.94,0,12.99,Charged Off,F, 60 months,RENT
13297,11.0,108743,21.49,2,99.71,Charged Off,E, 36 months,MORTGAGE
3787,5.69,53957,8.45,2,18.91,Fully Paid,A, 36 months,OWN
24816,17.7,33908,11.74,2,71.44,Fully Paid,F, 36 months,MORTGAGE
20702,22.18,116188,30.72,1,32.76,Fully Paid,E, 60 months,RENT
26242,11.9,115880,19.08,3,45.28,Fully Paid,D, 60 months,RENT
3176,12.81,141292,13.04,1,68.13,Charged Off,B, 60 months,MORTGAGE
21127,22.82,110570,25.09,4,49.28,Fully Paid,F, 60 months,OWN
